Player,Season,Mat,Inns,Batting Runs,SR,Ave,Country,Cum batting Ave,Cum battings Runs Total,Cum Inns Total,Cum SR,player_id
A Nortje,2020/21,2,0.0,0.0,0.0,0.0,South Africa,2.0,2.0,1.0,16.67,acdc62f5
A Nortje,2021,6,3.0,4.0,36.36,4.0,South Africa,3.5,6.0,4.0,23.23,acdc62f5
A Nortje,2021/22,5,1.0,2.0,66.66,2.0,South Africa,3.2,8.0,5.0,34.09,acdc62f5
A Nortje,2022,6,2.0,1.0,20.0,0.5,South Africa,2.43,9.0,7.0,31.27,acdc62f5
A Nortje,2022/23,9,4.0,7.0,77.77,7.0,South Africa,4.09,16.0,11.0,39.02,acdc62f5
A Nortje,2024,11,1.0,1.0,100.0,1.0,South Africa,3.83,17.0,12.0,47.73,acdc62f5
A Orfila,2019/20,1,1.0,0.0,0.0,0.0,Gibraltar,0.0,0.0,1.0,0.0,7c6293d1
A Orfila,2021,4,2.0,6.0,54.54,6.0,Gibraltar,4.0,6.0,3.0,27.27,7c6293d1
A Osei,2022/23,1,1.0,8.0,42.1,8.0,Ghana,8.0,8.0,1.0,42.1,375322d1
A Osei,2023/24,11,10.0,185.0,86.85,18.5,Ghana,17.55,193.0,11.0,64.47,375322d1
A Osei,2024,5,3.0,29.0,76.31,9.66,Ghana,15.86,222.0,14.0,68.42,375322d1
A Otwani,2019,4,4.0,89.0,114.1,22.25,Uganda,22.25,89.0,4.0,114.1,6727fb4d
A Otwani,2019/20,3,3.0,52.0,110.63,17.33,Uganda,20.14,141.0,7.0,112.37,6727fb4d
A Otwani,2021,7,6.0,45.0,76.27,7.5,Uganda,14.31,186.0,13.0,100.33,6727fb4d
A Otwani,2022,3,3.0,16.0,114.28,5.33,Uganda,12.62,202.0,16.0,103.82,6727fb4d
A Parima,2022,6,6.0,110.0,122.22,18.33,Cook Islands,18.33,110.0,6.0,122.22,866d3ac8
A Parima,2024,6,5.0,109.0,128.23,36.33,Cook Islands,26.51,219.0,11.0,125.23,866d3ac8
A Paul,2022,4,3.0,15.0,78.94,15.0,Estonia,15.0,15.0,3.0,78.94,fa308279
A Paul,2023,2,0.0,0.0,0.0,0.0,Estonia,15.0,15.0,3.0,39.47,fa308279
A Paul,2024,7,1.0,5.0,100.0,5.0,Estonia,12.5,20.0,4.0,59.65,fa308279
A Poulose,2016/17,3,3.0,9.0,64.28,3.0,Oman,3.0,9.0,3.0,64.28,b481216d
A Prashar,2023,5,4.0,58.0,138.09,14.5,Hungary,14.5,58.0,4.0,138.09,b18dbaff
A Pusthay,2019,5,5.0,72.0,120.0,14.4,Finland,14.4,72.0,5.0,120.0,0393fbdc
A Pusthay,2021,4,4.0,75.0,91.46,18.75,Finland,16.33,147.0,9.0,105.73,0393fbdc
A Pusthay,2022,3,3.0,19.0,55.88,6.33,Finland,13.83,166.0,12.0,89.11,0393fbdc
A Rajshekara,2024,8,7.0,106.0,96.36,21.2,Romania,21.2,106.0,7.0,96.36,1f3e41fe
A Randhawa,2022,8,7.0,170.0,105.59,28.33,Austria,28.33,170.0,7.0,105.59,1798078c
A Randhawa,2023,9,8.0,75.0,57.25,9.37,Austria,18.22,245.0,15.0,81.42,1798078c
A Randhawa,2024,4,3.0,23.0,82.14,11.5,Austria,17.1,268.0,18.0,81.66,1798078c
A Rangaswamy,2019,4,3.0,10.0,76.92,3.33,Botswana,3.33,10.0,3.0,76.92,08df0bd3
A Rangaswamy,2021/22,4,2.0,3.0,100.0,3.0,Botswana,3.2,13.0,5.0,88.46,08df0bd3
A Reyes,2021/22,3,1.0,0.0,0.0,0.0,Gibraltar,0.0,0.0,1.0,0.0,fd2b8c06
A Reyes,2022,6,5.0,87.0,87.0,21.75,Gibraltar,18.13,87.0,6.0,43.5,fd2b8c06
A Reyes,2023,7,5.0,31.0,59.61,6.2,Gibraltar,12.7,118.0,11.0,48.87,fd2b8c06
A Reyes,2023/24,4,2.0,23.0,115.0,23.0,Gibraltar,14.29,141.0,13.0,65.4,fd2b8c06
A Reyes,2024,4,2.0,4.0,66.66,4.0,Gibraltar,12.92,145.0,15.0,65.65,fd2b8c06
A Sarma,2019,3,3.0,57.0,85.07,19.0,Germany,19.0,57.0,3.0,85.07,a5efce80
A Sarma,2019/20,1,0.0,0.0,0.0,0.0,Germany,19.0,57.0,3.0,42.54,a5efce80
A Sarma,2021,1,1.0,9.0,90.0,9.0,Germany,16.5,66.0,4.0,58.36,a5efce80
A Sathyan,2024,2,2.0,10.0,66.66,10.0,Croatia,10.0,10.0,2.0,66.66,ed47a68b
A Saud,2022,3,3.0,70.0,111.11,23.33,Nepal,23.33,70.0,3.0,111.11,94b8d7dd
A Sawyer,2023/24,2,0.0,0.0,0.0,0.0,Gibraltar,0.0,0.0,0.0,0.0,201d3a67
A Sawyer,2024,1,0.0,0.0,0.0,0.0,Gibraltar,0.0,0.0,0.0,0.0,201d3a67
A Shahi,2024,9,8.0,87.0,181.25,12.42,Cyprus,12.42,87.0,8.0,181.25,2011735e
A Shahzad,2009/10,1,0.0,0.0,0.0,0.0,England,0.0,0.0,0.0,0.0,a73321d3
A Shahzad,2010/11,2,1.0,0.0,0.0,0.0,England,0.0,0.0,1.0,0.0,a73321d3
A Sharafu,2019/20,5,4.0,34.0,103.03,11.33,United Arab Emirates,11.33,34.0,4.0,103.03,06cad4f0
A Sharafu,2021/22,1,0.0,0.0,0.0,0.0,United Arab Emirates,11.33,34.0,4.0,51.52,06cad4f0
A Sharafu,2022/23,3,2.0,11.0,122.22,11.0,United Arab Emirates,11.22,45.0,6.0,75.08,06cad4f0
A Sharafu,2023/24,12,12.0,243.0,113.02,22.09,United Arab Emirates,18.47,288.0,18.0,84.57,06cad4f0
A Sharafu,2024,9,9.0,384.0,171.42,64.0,United Arab Emirates,33.64,672.0,27.0,101.94,06cad4f0
A Sharma,2023,9,9.0,256.0,110.34,32.0,United Arab Emirates,32.0,256.0,9.0,110.34,5661ef90
A Sharma,2023/24,2,2.0,34.0,87.17,17.0,United Arab Emirates,29.27,290.0,11.0,98.76,5661ef90
A Sharma,2024,1,1.0,10.0,111.11,10.0,United Arab Emirates,27.67,300.0,12.0,102.87,5661ef90
A Shreshta,2021/22,12,12.0,165.0,85.49,13.75,Nigeria,13.75,165.0,12.0,85.49,4e9af8f6
A Shreshta,2022/23,7,6.0,186.0,113.41,46.5,Nigeria,24.67,351.0,18.0,99.45,4e9af8f6
A Shreshta,2023/24,3,3.0,34.0,94.44,11.33,Nigeria,22.76,385.0,21.0,97.78,4e9af8f6
A Shukla,2024,5,5.0,20.0,51.28,4.0,Croatia,4.0,20.0,5.0,51.28,c594137f
A Shukla,2022,7,3.0,1.0,16.66,0.5,Hong Kong,0.5,1.0,3.0,16.66,a1e80d06
A Shukla,2023,6,4.0,8.0,53.33,2.66,Hong Kong,1.73,9.0,7.0,34.99,a1e80d06
A Shukla,2023/24,12,3.0,6.0,40.0,3.0,Hong Kong,2.11,15.0,10.0,36.66,a1e80d06
A Shukla,2024,13,3.0,8.0,160.0,2.67,Hong Kong,2.24,23.0,13.0,67.5,a1e80d06
A Sokovagone,2024,6,6.0,174.0,134.88,29.0,Fiji,29.0,174.0,6.0,134.88,10e34eef
A Symonds,2004/05,1,1.0,32.0,246.15,32.0,Australia,32.0,32.0,1.0,246.15,bd77eb62
A Symonds,2005,1,1.0,0.0,0.0,0.0,Australia,16.0,32.0,2.0,123.08,bd77eb62
A Symonds,2005/06,1,1.0,54.0,207.69,54.0,Australia,28.67,86.0,3.0,151.28,bd77eb62
A Symonds,2006/07,1,1.0,39.0,177.27,39.0,Australia,31.25,125.0,4.0,157.78,bd77eb62
A Symonds,2007/08,9,6.0,212.0,157.03,53.0,Australia,44.3,337.0,10.0,157.63,bd77eb62
A Symonds,2009,1,1.0,0.0,0.0,0.0,Australia,40.27,337.0,11.0,131.36,bd77eb62
A Tripathi,2019/20,3,2.0,2.0,50.0,1.0,Mexico,1.0,2.0,2.0,50.0,07160156
A Tripathi,2024,4,2.0,2.0,20.0,1.0,Mexico,1.0,4.0,4.0,35.0,07160156
A Tripathi,2024/25,1,1.0,1.0,16.66,1.0,Mexico,1.0,5.0,5.0,28.89,07160156
A Trivedi,2022,1,0.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,0.0,0.0,917f0c3f
A Turay,2022/23,4,4.0,73.0,158.69,24.33,Sierra Leone,24.33,73.0,4.0,158.69,11a22126
A Turay,2023/24,14,14.0,214.0,92.64,16.46,Sierra Leone,18.21,287.0,18.0,125.67,11a22126
A Turkmen,2022,4,4.0,28.0,96.55,14.0,Turkey,14.0,28.0,4.0,96.55,e56f4180
A Turkmen,2023,4,3.0,47.0,174.07,23.5,Turkey,18.07,75.0,7.0,135.31,e56f4180
A Turkmen,2024,4,4.0,49.0,80.32,16.33,Turkey,17.44,124.0,11.0,116.98,e56f4180
A Vala,2015,3,3.0,73.0,80.21,36.5,Papua New Guinea,36.5,73.0,3.0,80.21,72e60730
A Vala,2015/16,3,3.0,43.0,110.25,14.33,Papua New Guinea,25.42,116.0,6.0,95.23,72e60730
A Vala,2017,3,3.0,23.0,74.19,7.66,Papua New Guinea,19.5,139.0,9.0,88.22,72e60730
A Vala,2018/19,4,2.0,88.0,146.66,88.0,Papua New Guinea,31.95,227.0,11.0,102.83,72e60730
A Vala,2019,5,5.0,36.0,81.81,9.0,Papua New Guinea,24.78,263.0,16.0,98.62,72e60730
A Vala,2019/20,8,8.0,197.0,121.6,28.14,Papua New Guinea,25.9,460.0,24.0,102.45,72e60730
A Vala,2021/22,10,10.0,237.0,119.69,26.33,Papua New Guinea,26.03,697.0,34.0,104.92,72e60730
A Vala,2022,7,7.0,142.0,159.55,23.66,Papua New Guinea,25.62,839.0,41.0,111.74,72e60730
A Vala,2023,10,10.0,281.0,128.89,40.14,Papua New Guinea,28.47,1120.0,51.0,113.65,72e60730
A Vala,2023/24,6,5.0,124.0,104.2,24.8,Papua New Guinea,28.14,1244.0,56.0,112.7,72e60730
A Vala,2024,4,4.0,30.0,71.42,7.5,Papua New Guinea,26.77,1274.0,60.0,108.95,72e60730
A Venkatesh,2021,7,7.0,174.0,122.53,24.85,Sweden,24.85,174.0,7.0,122.53,06b45b20
A Venkatesh,2022,9,9.0,113.0,86.92,16.14,Sweden,19.95,287.0,16.0,104.73,06b45b20
A Wright,2022/23,4,2.0,3.0,21.42,3.0,Cayman Islands,3.0,3.0,2.0,21.42,4bb7f51e
A Zampa,2015/16,6,2.0,7.0,116.66,3.5,Australia,3.5,7.0,2.0,116.66,14f96089
A Zampa,2016,2,0.0,0.0,0.0,0.0,Australia,3.5,7.0,2.0,58.33,14f96089
A Zampa,2016/17,2,0.0,0.0,0.0,0.0,Australia,3.5,7.0,2.0,38.89,14f96089
A Zampa,2017/18,3,1.0,4.0,133.33,4.0,Australia,3.67,11.0,3.0,62.5,14f96089
A Zampa,2018/19,9,3.0,12.0,70.58,6.0,Australia,4.83,23.0,6.0,64.11,14f96089
A Zampa,2019/20,8,0.0,0.0,0.0,0.0,Australia,4.83,23.0,6.0,53.43,14f96089
A Zampa,2020,3,0.0,0.0,0.0,0.0,Australia,4.83,23.0,6.0,45.8,14f96089
A Zampa,2020/21,8,1.0,13.0,162.5,13.0,Australia,6.0,36.0,7.0,60.38,14f96089
A Zampa,2021,9,5.0,8.0,72.72,2.0,Australia,4.33,44.0,12.0,61.75,14f96089
A Zampa,2021/22,12,2.0,3.0,30.0,3.0,Australia,4.14,47.0,14.0,58.58,14f96089
A Zampa,2022,3,0.0,0.0,0.0,0.0,Australia,4.14,47.0,14.0,53.25,14f96089
A Zampa,2022/23,7,2.0,1.0,33.33,1.0,Australia,3.75,48.0,16.0,51.59,14f96089
A Zampa,2023/24,8,3.0,6.0,85.71,3.0,Australia,3.63,54.0,19.0,54.22,14f96089
A Zampa,2024,12,2.0,14.0,140.0,7.0,Australia,3.95,68.0,21.0,60.35,14f96089
AA Banner,2019,3,2.0,44.0,151.72,22.0,Belize,22.0,44.0,2.0,151.72,02d11602
AA Banner,2021/22,6,5.0,21.0,58.33,4.2,Belize,9.29,65.0,7.0,105.03,02d11602
AA Gajic,2022,5,1.0,3.0,60.0,3.0,Serbia,3.0,3.0,1.0,60.0,a768a762
AA Gajic,2023,4,0.0,0.0,0.0,0.0,Serbia,3.0,3.0,1.0,30.0,a768a762
AA Gajic,2023/24,2,2.0,11.0,50.0,11.0,Serbia,8.33,14.0,3.0,36.67,a768a762
AA Gajic,2024,7,4.0,5.0,33.33,5.0,Serbia,6.43,19.0,7.0,35.83,a768a762
AA Hussein,2022/23,2,2.0,1.0,100.0,0.5,Tanzania,0.5,1.0,2.0,100.0,60ef3ddb
AA Jasani,2021/22,6,6.0,185.0,121.71,37.0,Tanzania,37.0,185.0,6.0,121.71,1fb04d31
AA Navicha,2021/22,2,2.0,25.0,73.52,12.5,Mozambique,12.5,25.0,2.0,73.52,5c805a60
AA Navicha,2022,8,5.0,17.0,68.0,17.0,Mozambique,15.71,42.0,7.0,70.76,5c805a60
AA Navicha,2022/23,7,3.0,12.0,38.7,4.0,Mozambique,12.2,54.0,10.0,60.07,5c805a60
AA Navicha,2023,3,3.0,22.0,78.57,11.0,Mozambique,11.92,76.0,13.0,64.7,5c805a60
AA Navicha,2023/24,3,2.0,9.0,81.81,9.0,Mozambique,11.53,85.0,15.0,68.12,5c805a60
AA Navicha,2024/25,5,4.0,73.0,100.0,36.5,Mozambique,16.79,158.0,19.0,73.43,5c805a60
AA Noffke,2007/08,2,1.0,0.0,0.0,0.0,Australia,0.0,0.0,1.0,0.0,b69e69ed
AA Obanda,2007/08,3,3.0,30.0,55.55,10.0,Kenya,10.0,30.0,3.0,55.55,7081491e
AA Obanda,2008,3,3.0,12.0,46.15,6.0,Kenya,8.0,42.0,6.0,50.85,7081491e
AA Obanda,2009/10,4,2.0,84.0,155.55,42.0,Kenya,16.5,126.0,8.0,85.75,7081491e
AA Obanda,2011/12,5,5.0,54.0,142.1,13.5,Kenya,15.35,180.0,13.0,99.84,7081491e
AA Obanda,2012/13,2,2.0,34.0,117.24,17.0,Kenya,15.57,214.0,15.0,103.32,7081491e
AA Obanda,2013,3,3.0,78.0,120.0,26.0,Kenya,17.31,292.0,18.0,106.1,7081491e
AA Obanda,2013/14,4,4.0,33.0,100.0,8.25,Kenya,15.66,325.0,22.0,105.23,7081491e
AA Obanda,2019,3,3.0,34.0,117.24,11.33,Kenya,15.14,359.0,25.0,106.73,7081491e
AA Obanda,2019/20,3,3.0,22.0,64.7,7.33,Kenya,14.3,381.0,28.0,102.06,7081491e
AA Obanda,2021,6,5.0,112.0,149.33,28.0,Kenya,16.38,493.0,33.0,106.79,7081491e
AA Obanda,2021/22,6,6.0,231.0,150.98,46.2,Kenya,20.97,724.0,39.0,110.8,7081491e
AA Obanda,2022,3,3.0,9.0,34.61,3.0,Kenya,19.68,733.0,42.0,104.45,7081491e
AA Obanda,2023,6,5.0,64.0,118.51,12.8,Kenya,18.95,797.0,47.0,105.54,7081491e
AA Onikoyi,2019,3,3.0,65.0,118.18,21.66,Nigeria,21.66,65.0,3.0,118.18,409ce380
AA Onikoyi,2019/20,6,5.0,54.0,60.67,10.8,Nigeria,14.87,119.0,8.0,89.43,409ce380
AA Onikoyi,2021/22,5,5.0,68.0,128.3,17.0,Nigeria,15.69,187.0,13.0,102.38,409ce380
AA Onikoyi,2022/23,2,2.0,51.0,68.91,51.0,Nigeria,20.4,238.0,15.0,94.02,409ce380
AA Onikoyi,2023/24,13,12.0,145.0,89.5,13.18,Nigeria,17.19,383.0,27.0,93.11,409ce380
AA Rahayu,2023/24,3,3.0,22.0,95.65,11.0,Indonesia,11.0,22.0,3.0,95.65,2327fdc7
AA Rahayu,2024/25,2,1.0,1.0,25.0,1.0,Indonesia,8.5,23.0,4.0,60.33,2327fdc7
AAA Patel,2021/22,6,6.0,59.0,79.72,9.83,Lesotho,9.83,59.0,6.0,79.72,fd3c5c00
AAA Patel,2022/23,2,1.0,9.0,128.57,9.0,Lesotho,9.71,68.0,7.0,104.15,fd3c5c00
AAP Atkinson,2023,2,1.0,8.0,80.0,8.0,England,8.0,8.0,1.0,80.0,70d57519
AAP Atkinson,2023/24,1,0.0,0.0,0.0,0.0,England,8.0,8.0,1.0,40.0,70d57519
AAP Rivero,2022/23,6,5.0,13.0,56.52,2.6,Argentina,2.6,13.0,5.0,56.52,1911dcbc
AAP Rivero,2023/24,2,1.0,19.0,146.15,19.0,Argentina,5.33,32.0,6.0,101.34,1911dcbc
AAP Rivero,2024/25,1,0.0,0.0,0.0,0.0,Argentina,5.33,32.0,6.0,67.56,1911dcbc
AB Agarkar,2006/07,1,0.0,0.0,0.0,0.0,India,0.0,0.0,0.0,0.0,fa463154
AB Agarkar,2007/08,3,2.0,15.0,136.36,7.5,India,7.5,15.0,2.0,68.18,fa463154
AB Barath,2009/10,1,1.0,8.0,42.1,8.0,West Indies,8.0,8.0,1.0,42.1,d3a3e82d
AB Barath,2011/12,1,1.0,15.0,75.0,15.0,West Indies,11.5,23.0,2.0,58.55,d3a3e82d
AB Dinda,2009/10,1,1.0,19.0,95.0,19.0,India,19.0,19.0,1.0,95.0,66b30f71
AB Dinda,2010,2,0.0,0.0,0.0,0.0,India,19.0,19.0,1.0,47.5,66b30f71
AB Dinda,2012,1,0.0,0.0,0.0,0.0,India,19.0,19.0,1.0,31.67,66b30f71
AB Dinda,2012/13,5,1.0,3.0,75.0,3.0,India,11.0,22.0,2.0,42.5,66b30f71
AB Kamara,2021/22,9,7.0,47.0,67.14,9.4,Sierra Leone,9.4,47.0,7.0,67.14,3951be49
AB de Villiers,2005/06,1,1.0,0.0,0.0,0.0,South Africa,0.0,0.0,1.0,0.0,c4487b84
AB de Villiers,2006/07,2,1.0,6.0,150.0,6.0,South Africa,3.0,6.0,2.0,75.0,c4487b84
AB de Villiers,2007/08,8,8.0,127.0,107.62,21.16,South Africa,17.53,133.0,10.0,85.87,c4487b84
AB de Villiers,2008/09,4,4.0,43.0,102.38,10.75,South Africa,15.59,176.0,14.0,90.0,c4487b84
AB de Villiers,2009,6,6.0,186.0,155.0,37.2,South Africa,22.07,362.0,20.0,103.0,c4487b84
AB de Villiers,2009/10,2,2.0,34.0,147.82,34.0,South Africa,23.16,396.0,22.0,110.47,c4487b84
AB de Villiers,2010,7,7.0,183.0,117.3,30.5,South Africa,24.93,579.0,29.0,111.45,c4487b84
AB de Villiers,2010/11,3,3.0,25.0,89.28,8.33,South Africa,23.37,604.0,32.0,108.67,c4487b84
AB de Villiers,2011/12,3,3.0,76.0,100.0,38.0,South Africa,24.63,680.0,35.0,107.71,c4487b84
AB de Villiers,2012,3,3.0,13.0,100.0,4.33,South Africa,23.03,693.0,38.0,106.94,c4487b84
AB de Villiers,2012/13,6,5.0,125.0,138.88,25.0,South Africa,23.25,818.0,43.0,109.84,c4487b84
AB de Villiers,2013,3,3.0,31.0,100.0,15.5,South Africa,22.75,849.0,46.0,109.02,c4487b84
AB de Villiers,2013/14,9,8.0,158.0,153.39,22.57,South Africa,22.72,1007.0,54.0,112.44,c4487b84
AB de Villiers,2015,4,4.0,90.0,128.57,22.5,South Africa,22.71,1097.0,58.0,113.59,c4487b84
AB de Villiers,2015/16,10,10.0,271.0,166.25,30.11,South Africa,23.8,1368.0,68.0,117.1,c4487b84
AB de Villiers,2016/17,2,2.0,89.0,145.9,44.5,South Africa,24.39,1457.0,70.0,118.9,c4487b84
AB de Villiers,2017,3,3.0,146.0,150.51,73.0,South Africa,26.39,1603.0,73.0,120.76,c4487b84
AB de Villiers,2017/18,2,2.0,69.0,164.28,34.5,South Africa,26.6,1672.0,75.0,123.18,c4487b84
AC Agar,2015/16,2,1.0,9.0,112.5,9.0,Australia,9.0,9.0,1.0,112.5,a2421394
AC Agar,2017/18,5,1.0,2.0,40.0,2.0,Australia,5.5,11.0,2.0,76.25,a2421394
AC Agar,2018,6,4.0,52.0,120.93,17.33,Australia,13.39,63.0,6.0,91.14,a2421394
AC Agar,2018/19,2,1.0,19.0,82.6,19.0,Australia,14.19,82.0,7.0,89.01,a2421394
AC Agar,2019/20,9,3.0,22.0,146.66,22.0,Australia,16.53,104.0,10.0,100.54,a2421394
AC Agar,2020,3,3.0,43.0,113.15,21.5,Australia,17.68,147.0,13.0,102.64,a2421394
AC Agar,2020/21,5,4.0,29.0,120.83,7.25,Australia,15.22,176.0,17.0,105.24,a2421394
AC Agar,2021,7,6.0,38.0,76.0,6.33,Australia,12.9,214.0,23.0,101.58,a2421394
AC Agar,2021/22,4,4.0,63.0,95.45,21.0,Australia,14.1,277.0,27.0,100.9,a2421394
AC Agar,2022,3,1.0,0.0,0.0,0.0,Australia,13.6,277.0,28.0,90.81,a2421394
AC Agar,2022/23,1,0.0,0.0,0.0,0.0,Australia,13.6,277.0,28.0,82.56,a2421394
AC Agar,2024,2,1.0,2.0,40.0,2.0,Australia,13.2,279.0,29.0,79.01,a2421394
AC Botha,2008,4,3.0,61.0,85.91,20.33,Ireland,20.33,61.0,3.0,85.91,d8e79af0
AC Botha,2009,3,3.0,36.0,156.52,12.0,Ireland,16.17,97.0,6.0,121.22,d8e79af0
AC Botha,2009/10,5,4.0,29.0,80.55,7.25,Ireland,12.6,126.0,10.0,107.66,d8e79af0
AC Botha,2010,2,1.0,4.0,36.36,4.0,Ireland,11.82,130.0,11.0,89.84,d8e79af0
AC Douglas,2019,6,5.0,96.0,124.67,24.0,Bermuda,24.0,96.0,5.0,124.67,f86ce673
AC Douglas,2019/20,4,4.0,42.0,77.77,10.5,Bermuda,18.0,138.0,9.0,101.22,f86ce673
AC Douglas,2021/22,6,6.0,189.0,180.0,31.5,Bermuda,23.4,327.0,15.0,127.48,f86ce673
AC Douglas,2023/24,5,4.0,89.0,156.14,22.25,Bermuda,23.16,416.0,19.0,134.64,f86ce673
AC Evans,2015,7,2.0,0.0,0.0,0.0,Scotland,0.0,0.0,2.0,0.0,e9a870ed
AC Evans,2015/16,4,2.0,1.0,25.0,1.0,Scotland,0.5,1.0,4.0,12.5,e9a870ed
AC Evans,2018,5,1.0,0.0,0.0,0.0,Scotland,0.4,1.0,5.0,8.33,e9a870ed
AC Evans,2018/19,3,0.0,0.0,0.0,0.0,Scotland,0.4,1.0,5.0,6.25,e9a870ed
AC Evans,2019,3,0.0,0.0,0.0,0.0,Scotland,0.4,1.0,5.0,5.0,e9a870ed
AC Evans,2019/20,5,1.0,0.0,0.0,0.0,Scotland,0.33,1.0,6.0,4.17,e9a870ed
AC Evans,2021,3,1.0,1.0,100.0,1.0,Scotland,0.43,2.0,7.0,17.86,e9a870ed
AC Evans,2021/22,4,2.0,0.0,0.0,0.0,Scotland,0.33,2.0,9.0,15.63,e9a870ed
AC Evans,2022,1,1.0,8.0,160.0,8.0,Scotland,1.1,10.0,10.0,31.67,e9a870ed
AC Gilchrist,2004/05,1,1.0,1.0,33.33,1.0,Australia,1.0,1.0,1.0,33.33,2b6e6dec
AC Gilchrist,2005,1,1.0,15.0,107.14,15.0,Australia,8.0,16.0,2.0,70.24,2b6e6dec
AC Gilchrist,2005/06,1,1.0,1.0,50.0,1.0,Australia,5.67,17.0,3.0,63.49,2b6e6dec
AC Gilchrist,2006/07,1,1.0,48.0,165.51,48.0,Australia,16.25,65.0,4.0,89.0,2b6e6dec
AC Gilchrist,2007/08,9,9.0,207.0,143.75,25.87,Australia,22.91,272.0,13.0,99.95,2b6e6dec
AC Voges,2007/08,2,1.0,26.0,130.0,26.0,Australia,26.0,26.0,1.0,130.0,864c199e
AC Voges,2008/09,1,1.0,26.0,108.33,26.0,Australia,26.0,52.0,2.0,119.17,864c199e
AC Voges,2009,1,1.0,11.0,137.5,11.0,Australia,21.0,63.0,3.0,125.28,864c199e
AC Voges,2012/13,3,2.0,76.0,122.58,76.0,Australia,43.0,139.0,5.0,124.6,864c199e
ACF Stokes,2019,7,5.0,31.0,119.23,6.2,Guernsey,6.2,31.0,5.0,119.23,7f74b21d
ACF Stokes,2020,1,0.0,0.0,0.0,0.0,Guernsey,6.2,31.0,5.0,59.62,7f74b21d
ACF Stokes,2022,8,4.0,27.0,75.0,9.0,Guernsey,7.44,58.0,9.0,64.74,7f74b21d
ACL Richards,2007,1,1.0,10.0,66.66,10.0,West Indies,10.0,10.0,1.0,66.66,a3d329d7
AD Algar,2019/20,1,0.0,0.0,0.0,0.0,Spain,0.0,0.0,0.0,0.0,020e49e9
AD Algar,2022/23,5,2.0,40.0,80.0,40.0,Spain,40.0,40.0,2.0,40.0,020e49e9
AD Fofana,2024,3,3.0,3.0,16.66,1.0,Mali,1.0,3.0,3.0,16.66,8d4a236d
AD Hales,2011,3,3.0,64.0,108.47,32.0,England,32.0,64.0,3.0,108.47,92aeac25
AD Hales,2011/12,1,1.0,11.0,57.89,11.0,England,26.75,75.0,4.0,83.18,92aeac25
AD Hales,2012,3,3.0,121.0,147.56,60.5,England,41.21,196.0,7.0,104.64,92aeac25
AD Hales,2012/13,10,10.0,328.0,142.6,36.44,England,38.41,524.0,17.0,114.13,92aeac25
AD Hales,2013,4,4.0,141.0,142.42,47.0,England,40.04,665.0,21.0,119.79,92aeac25
AD Hales,2013/14,10,10.0,291.0,137.26,32.33,England,37.55,956.0,31.0,122.7,92aeac25
AD Hales,2014,2,2.0,106.0,160.6,53.0,England,38.49,1062.0,33.0,128.11,92aeac25
AD Hales,2015,2,2.0,30.0,100.0,15.0,England,37.15,1092.0,35.0,124.6,92aeac25
AD Hales,2015/16,9,9.0,128.0,110.34,14.22,England,32.46,1220.0,44.0,123.02,92aeac25
AD Hales,2016,1,1.0,37.0,142.3,37.0,England,32.56,1257.0,45.0,124.94,92aeac25
AD Hales,2017,3,3.0,126.0,151.8,63.0,England,34.46,1383.0,48.0,127.39,92aeac25
AD Hales,2017/18,4,4.0,73.0,158.69,18.25,England,33.21,1456.0,52.0,129.99,92aeac25
AD Hales,2018,4,4.0,145.0,135.51,48.33,England,34.29,1601.0,56.0,130.42,92aeac25
AD Hales,2018/19,4,4.0,43.0,153.57,10.75,England,32.72,1644.0,60.0,132.07,92aeac25
AD Hales,2022,6,6.0,130.0,141.3,21.66,England,31.72,1774.0,66.0,132.69,92aeac25
AD Hales,2022/23,9,9.0,300.0,147.05,37.5,England,32.41,2074.0,75.0,133.58,92aeac25
AD Mascarenhas,2007,2,2.0,20.0,100.0,20.0,England,20.0,20.0,2.0,100.0,3edb58fc
AD Mascarenhas,2007/08,7,7.0,61.0,174.28,12.2,England,13.93,81.0,9.0,137.14,3edb58fc
AD Mascarenhas,2008,1,0.0,0.0,0.0,0.0,England,13.93,81.0,9.0,91.43,3edb58fc
AD Mascarenhas,2008/09,1,1.0,0.0,0.0,0.0,England,12.54,81.0,10.0,68.57,3edb58fc
AD Mascarenhas,2009,3,3.0,42.0,100.0,42.0,England,19.34,123.0,13.0,74.86,3edb58fc
AD Mathews,2009,10,9.0,106.0,129.26,26.5,Sri Lanka,26.5,106.0,9.0,129.26,896d78ad
AD Mathews,2009/10,2,2.0,41.0,241.17,20.5,Sri Lanka,25.41,147.0,11.0,185.21,896d78ad
AD Mathews,2010,8,7.0,146.0,109.77,24.33,Sri Lanka,24.99,293.0,18.0,160.07,896d78ad
AD Mathews,2010/11,1,0.0,0.0,0.0,0.0,Sri Lanka,24.99,293.0,18.0,120.05,896d78ad
AD Mathews,2011,3,1.0,5.0,125.0,5.0,Sri Lanka,23.94,298.0,19.0,121.04,896d78ad
AD Mathews,2011/12,1,1.0,14.0,70.0,14.0,Sri Lanka,23.44,312.0,20.0,112.53,896d78ad
AD Mathews,2012,3,3.0,51.0,78.46,17.0,Sri Lanka,22.6,363.0,23.0,107.67,896d78ad
